Emp Name,Expense Type,Payment Thru,Amount,Service Fee,Total Amount,Transaction Date,Country,Department
Jeffrey Short,Car,Card,1297.13,62.36,1359.49,2024-11-20,United Kingdom,EXEC
Steven Thomas,Car,Card,1383.12,70.01,1453.13,2024-10-03,United Kingdom,SALS
Anna West,Air,Cash,825.95,50.3,876.25,2024-02-04,Australia,ENGG
Hayley Wood,Hotel,Card,1483.21,33.42,1516.63,2024-11-19,Australia,ENGG
Carla Howe,Hotel,Cash,1066.09,72.5,1138.59,2024-07-23,United Kingdom,ENGG
Mark Sawyer,Hotel,Card,169.9,8.02,177.92,2023-07-10,United Kingdom,ENGG
Kelli Hughes,Car,Cash,334.78,29.35,364.13,2024-04-22,India,SALS
Brad Williams,Hotel,Card,1717.77,58.94,1776.71,2023-09-22,India,SALS
Terry Moody,Car,Card,702.67,28.28,730.95,2024-04-24,India,ENGG
Sarah Rivera,Air,Card,348.42,22.5,370.92,2024-12-20,United States,EXEC
Steven Ruiz,Hotel,Cash,358.67,22.58,381.25,2024-05-26,Australia,ENGG
John Oliver,Meals,Cash,333.8,26.01,359.81,2024-07-14,United States,FINC
Curtis Frazier,Meals,Card,259.79,23.44,283.23,2024-03-21,Australia,SALS
Elizabeth Patterson,Hotel,Card,1420.58,131.94,1552.52,2023-09-06,India,ADMN
Rebecca Flores,Car,Card,992.58,59.24,1051.82,2024-10-13,Australia,SALS
Jessica Bryant,Car,Cash,291.4,12.97,304.37,2023-02-15,United States,ADMN
Gregory Moore,Meals,Card,1625.71,111.13,1736.84,2023-07-10,United States,SALS
Susan Barton,Air,Card,765.07,66.76,831.83,2023-05-25,United States,ENGG
Andrew Peters,Air,Card,462.94,27.15,490.09,2023-05-09,Canada,EXEC
David Bryan,Meals,Cash,149.37,10.46,159.83,2023-05-23,United States,ADMN
Austin Davis,Meals,Cash,1149.35,108.42,1257.77,2024-04-27,India,SALS
Mason Chambers,Car,Card,950.44,56.18,1006.62,2023-10-30,United States,FINC
Mackenzie Holmes,Car,Card,1573.74,79.88,1653.62,2023-07-18,India,FINC
Kelly Wells,Air,Card,1743.8,107.76,1851.56,2024-11-27,India,FINC
Rita Hanson,Car,Card,1948.71,108.73,2057.44,2023-04-14,Canada,SALS
Brianna Davis,Meals,Cash,346.43,31.3,377.73,2023-06-03,Germany,ENGG
William Martinez,Meals,Cash,1297.79,68.67,1366.46,2024-08-13,India,FINC
Megan Grant,Air,Card,1354.37,105.53,1459.9,2023-03-31,Australia,ADMN
Andrea Allen,Meals,Cash,1646.15,130.66,1776.81,2023-03-27,United States,ADMN
Tiffany Fisher,Hotel,Card,493.63,24.48,518.11,2023-02-26,Germany,SALS
Stephanie Mathis,Air,Cash,311.72,8.1,319.82,2023-08-27,United States,ADMN
Lorraine Wong,Hotel,Card,1218.02,101.94,1319.96,2023-01-25,Australia,FINC
George Warren,Car,Cash,1655.51,120.96,1776.47,2023-10-10,India,EXEC
Jason Aguilar,Hotel,Cash,301.81,8.07,309.88,2024-12-27,United States,EXEC
Renee Mcdonald,Air,Cash,456.49,16.47,472.96,2024-12-07,Australia,SALS
Dustin Perez,Air,Card,1822.27,64.13,1886.4,2023-06-25,Australia,EXEC
Kevin Wilson,Air,Card,530.46,18.83,549.29,2024-02-11,Germany,ADMN
Michael Smith,Hotel,Cash,1345.61,114.81,1460.42,2024-08-17,Canada,FINC
Jesse Gonzalez,Air,Cash,891.98,81.04,973.02,2023-12-27,Germany,SALS
Jacob Adams,Hotel,Cash,57.06,5.5,62.56,2024-11-26,Germany,SALS
Nicole Howard,Meals,Cash,1711.07,44.63,1755.7,2023-01-26,United Kingdom,ENGG
Martha Love,Meals,Card,1210.36,85.67,1296.03,2023-03-28,Germany,EXEC
Richard Washington,Hotel,Cash,315.2,18.21,333.41,2024-03-27,United Kingdom,EXEC
Holly Brown,Air,Card,846.77,31.28,878.05,2024-02-07,Australia,SALS
Jeffery Elliott,Car,Card,565.25,50.56,615.81,2023-06-27,Australia,SALS
Robert Williamson,Hotel,Card,1680.98,100.22,1781.2,2024-12-22,United Kingdom,ADMN
Felicia Larson,Meals,Card,623.58,46.73,670.31,2024-06-24,Germany,SALS
Tiffany Bowman,Air,Card,552.89,29.2,582.09,2024-03-01,Canada,EXEC
Mark Patton,Meals,Card,1135.0,73.53,1208.53,2023-04-18,United Kingdom,EXEC
Stacy Jones,Air,Card,1256.93,44.19,1301.12,2023-01-23,Germany,ENGG
Timothy Murray,Meals,Card,568.27,47.49,615.76,2024-07-28,Australia,ADMN
Tammy Callahan,Air,Card,780.56,76.22,856.78,2023-08-03,United States,ADMN
Debra Rowland,Meals,Cash,1668.06,99.16,1767.22,2024-10-03,Canada,SALS
Joshua Gardner,Car,Card,358.39,29.61,388.0,2023-11-02,India,SALS
Sylvia Peterson,Car,Cash,1159.64,76.12,1235.76,2024-09-20,Germany,ENGG
Cynthia Herrera,Meals,Card,442.38,34.16,476.54,2024-11-13,Australia,FINC
Justin Todd,Hotel,Card,191.89,7.45,199.34,2023-02-07,United Kingdom,EXEC
Michael Fischer,Meals,Card,586.48,54.93,641.41,2023-06-24,Canada,FINC
Helen Kane,Air,Card,478.01,36.67,514.68,2023-10-03,United States,ENGG
Stephen Harris,Meals,Cash,1110.64,59.08,1169.72,2023-02-13,United Kingdom,ENGG
Joseph Hall,Car,Cash,979.08,26.15,1005.23,2024-05-31,Australia,ENGG
Karen Zuniga,Car,Card,1165.86,76.28,1242.14,2023-06-05,Germany,ADMN
Jessica George,Air,Card,1868.94,72.73,1941.67,2023-10-08,Australia,SALS
Donna Miller,Air,Card,1563.11,46.32,1609.43,2023-02-27,India,EXEC
Eric Marshall,Meals,Card,992.7,27.29,1019.99,2024-10-11,United States,SALS
Hannah Wilson,Meals,Cash,57.55,1.77,59.32,2024-12-26,Canada,SALS
John Jones,Hotel,Card,589.68,23.4,613.08,2024-04-11,United Kingdom,ENGG
Kelly Garcia,Air,Cash,300.86,21.25,322.11,2023-04-28,India,EXEC
Terri Donaldson,Air,Card,1595.2,136.13,1731.33,2024-07-21,Australia,SALS
Pamela Ross,Air,Cash,760.16,63.84,824.0,2023-10-21,Germany,EXEC
Carmen Diaz,Hotel,Card,599.31,41.47,640.78,2023-06-22,United States,SALS
Timothy Cook,Hotel,Card,423.45,13.7,437.15,2023-05-25,United States,EXEC
Brandi Jensen,Car,Cash,1260.33,106.55,1366.88,2024-02-02,Canada,ENGG
Eric Russell,Meals,Card,1471.08,121.67,1592.75,2023-06-30,Australia,FINC
Patrick Powell,Hotel,Cash,1697.66,112.27,1809.93,2023-06-19,Canada,SALS
Jorge Nolan,Air,Cash,1917.34,50.19,1967.53,2023-05-17,United Kingdom,FINC
David Chavez,Car,Card,965.74,33.96,999.7,2023-12-18,Germany,SALS
Robert Gibbs,Air,Card,182.5,7.3,189.8,2024-06-27,Australia,ADMN
Heather Price,Hotel,Cash,233.28,11.87,245.15,2023-08-20,United Kingdom,SALS
William Sanchez,Hotel,Card,639.17,59.3,698.47,2024-03-13,India,ADMN
Amanda Carroll,Meals,Cash,1868.36,73.84,1942.2,2024-01-05,United States,SALS
Mary Rios,Hotel,Card,757.23,24.8,782.03,2024-02-10,United Kingdom,EXEC
Kirk Ferguson,Air,Cash,239.26,5.99,245.25,2023-05-05,United States,EXEC
William Cortez,Meals,Cash,1130.07,63.14,1193.21,2024-07-22,United Kingdom,ENGG
Lisa Smith,Hotel,Card,1012.31,34.3,1046.61,2024-11-22,Australia,SALS
Amanda Pearson,Air,Cash,193.36,8.62,201.98,2024-12-29,Canada,SALS
Amy Tanner,Car,Card,266.46,15.53,281.99,2024-06-08,Australia,ADMN
Rita Tucker,Meals,Cash,518.29,15.85,534.14,2024-01-16,United States,ENGG
Kimberly Greer,Meals,Cash,1691.64,108.92,1800.56,2023-03-31,Canada,FINC
Kristen Watkins,Meals,Cash,1998.23,45.04,2043.27,2023-08-24,United States,SALS
Kevin Nguyen,Hotel,Cash,411.8,31.21,443.01,2024-09-29,Australia,FINC
Brittany Brown,Air,Card,976.26,94.72,1070.98,2023-07-10,Canada,SALS
Julie Zimmerman,Air,Card,1898.02,48.78,1946.8,2024-07-25,Canada,ADMN
Sierra Walton,Hotel,Cash,1508.33,35.63,1543.96,2024-12-08,Australia,ADMN
Jo Lambert,Car,Card,174.04,11.75,185.79,2023-07-10,India,FINC
Dawn Little,Car,Cash,1208.48,66.78,1275.26,2023-07-17,Canada,EXEC
Sherri Nichols,Meals,Card,1194.83,116.54,1311.37,2023-01-31,India,FINC
Joseph Gaines,Hotel,Card,566.85,39.95,606.8,2024-08-03,Australia,ENGG
Matthew Gray,Hotel,Cash,1971.3,120.1,2091.4,2023-04-17,Australia,ENGG
Anne Diaz,Car,Cash,1984.19,129.95,2114.14,2023-06-07,Germany,ENGG
Charles Jones,Meals,Cash,893.72,39.73,933.45,2024-06-01,India,ENGG
Nicole Mejia,Air,Cash,541.61,14.21,555.82,2024-01-04,Australia,EXEC
Bradley Daniels,Meals,Cash,283.94,17.42,301.36,2024-01-26,India,ADMN
Casey Anderson,Air,Card,873.99,55.38,929.37,2023-04-20,Australia,ENGG
Samantha Deleon,Air,Cash,1324.22,101.43,1425.65,2024-10-06,India,ADMN
Matthew Jones,Meals,Cash,1728.21,163.59,1891.8,2023-05-11,United Kingdom,EXEC
Jennifer Lopez,Meals,Cash,1081.98,52.78,1134.76,2024-11-08,India,ENGG
Philip Casey,Air,Cash,785.44,26.61,812.05,2024-04-06,Germany,SALS
Richard Banks,Car,Card,1730.98,71.84,1802.82,2023-10-04,Canada,FINC
Christopher Griffin,Car,Card,1189.35,38.92,1228.27,2023-03-15,Australia,ADMN
Michelle Davidson,Air,Cash,520.92,38.02,558.94,2024-05-16,Australia,FINC
Corey Michael PhD,Hotel,Cash,1707.53,64.35,1771.88,2024-01-06,Germany,SALS
Shawn Brown,Car,Card,1746.29,90.0,1836.29,2024-07-02,Australia,ADMN
Megan Hatfield,Air,Cash,707.28,29.13,736.41,2024-09-09,Canada,FINC
Courtney Cruz,Air,Cash,1939.31,117.74,2057.05,2023-12-24,Canada,EXEC
Wendy Velazquez,Meals,Card,555.69,17.1,572.79,2024-02-14,Canada,ADMN
Timothy Rowe,Meals,Card,1716.25,59.59,1775.84,2024-06-16,Canada,ENGG
Justin Jordan,Air,Card,159.35,11.44,170.79,2024-08-05,India,SALS
John Baker,Car,Card,627.42,56.57,683.99,2023-10-08,Germany,ADMN
Maria Cross,Hotel,Cash,1489.69,139.31,1629.0,2024-10-20,India,ADMN
Dawn Maldonado,Hotel,Cash,1709.03,155.22,1864.25,2024-12-22,Australia,EXEC
Regina Wright,Air,Cash,924.93,22.62,947.55,2024-12-29,India,FINC
Lisa Martinez,Air,Cash,1601.24,147.0,1748.24,2024-09-29,India,SALS
John Stewart,Air,Card,1497.25,102.4,1599.65,2024-04-28,Germany,FINC
Janet Griffith,Meals,Cash,981.88,29.38,1011.26,2024-09-11,Germany,FINC
John Richardson,Hotel,Cash,428.52,10.84,439.36,2023-04-21,Australia,ENGG
Robert Owens,Air,Card,1836.34,44.47,1880.81,2024-06-11,India,ADMN
Michael Carson,Hotel,Card,1505.12,82.85,1587.97,2023-01-12,Australia,SALS
Ricky Lawrence,Meals,Cash,1977.54,172.58,2150.12,2024-10-31,United Kingdom,ENGG
Elizabeth Sanchez,Hotel,Cash,1843.99,172.0,2015.99,2024-07-28,Germany,SALS
Victor Smith,Hotel,Cash,340.31,19.03,359.34,2023-03-16,Germany,ENGG
Ellen Perry,Meals,Card,1065.17,38.46,1103.63,2024-03-02,Canada,ADMN
Sandra Brown,Car,Cash,1660.04,112.71,1772.75,2024-10-13,Canada,ADMN
Victoria Schmitt,Car,Card,1448.97,59.27,1508.24,2023-10-06,Germany,ENGG
Brittany Todd,Meals,Card,1405.11,109.15,1514.26,2024-08-09,India,ADMN
Kayla Zhang,Air,Cash,1070.72,88.44,1159.16,2023-01-17,Germany,EXEC
Susan Massey,Car,Cash,107.05,9.25,116.3,2023-12-07,Germany,ADMN
Scott Hess,Air,Card,1971.82,63.07,2034.89,2023-05-26,Australia,EXEC
Steven Randall,Air,Card,857.16,53.5,910.66,2024-02-12,Germany,SALS
Cynthia Jenkins,Hotel,Cash,1696.6,100.26,1796.86,2023-08-25,Australia,FINC
Melanie Castillo,Air,Card,1762.44,121.87,1884.31,2024-03-19,India,SALS
Christina Carter,Meals,Card,117.15,5.79,122.94,2023-03-20,India,ADMN
Jesus Hayes,Hotel,Card,1735.68,148.84,1884.52,2024-05-02,Canada,FINC
Matthew Wright,Hotel,Card,546.9,39.95,586.85,2024-10-03,Australia,EXEC
Taylor Herring,Meals,Cash,1086.14,88.44,1174.58,2023-04-13,Australia,EXEC
Jeffrey Gregory,Air,Card,1535.38,140.04,1675.42,2024-02-09,Canada,SALS
Vickie Howell,Car,Cash,1432.9,62.42,1495.32,2024-12-13,Canada,ENGG
Jeffery Harris,Hotel,Card,1431.96,60.57,1492.53,2024-10-09,Canada,ENGG
Charles Green,Meals,Card,1389.09,35.61,1424.7,2023-05-12,Germany,ENGG
Sandra Alexander,Car,Cash,1028.6,65.34,1093.94,2024-07-01,Australia,ENGG
Tonya Bailey,Car,Card,1498.6,77.7,1576.3,2023-02-17,Australia,EXEC
Justin Jones,Hotel,Cash,1692.41,143.62,1836.03,2023-09-02,United Kingdom,FINC
Katherine Humphrey,Car,Card,1097.96,89.42,1187.38,2023-09-21,United Kingdom,ADMN
Erika Young,Car,Card,545.5,19.23,564.73,2023-05-10,India,ADMN
Patrick Elliott,Hotel,Cash,1100.9,92.95,1193.85,2023-09-27,United Kingdom,ENGG
Amy Mccullough,Car,Cash,1199.67,62.96,1262.63,2023-02-17,Canada,ENGG
Michael Martinez,Car,Cash,1827.53,132.6,1960.13,2023-04-21,Canada,SALS
Peter Kidd,Air,Card,1811.13,43.06,1854.19,2024-10-31,United States,ADMN
Jacob Figueroa,Hotel,Cash,1742.52,83.17,1825.69,2023-05-20,Germany,ADMN
Gary Garza,Car,Card,1973.52,178.79,2152.31,2023-04-27,Australia,EXEC
Susan Huff,Air,Cash,1124.44,90.51,1214.95,2024-02-28,Australia,FINC
Katherine Hoffman,Hotel,Card,671.37,28.1,699.47,2024-06-08,India,FINC
Natasha George,Car,Card,115.73,10.15,125.88,2024-02-17,Canada,SALS
Kelly Anderson,Car,Cash,1864.87,46.5,1911.37,2024-10-03,United Kingdom,SALS
Brittany Miller,Air,Cash,86.98,7.79,94.77,2024-12-10,Canada,SALS
Hannah Diaz,Air,Card,1575.08,35.13,1610.21,2024-09-28,India,ENGG
Michelle Le,Meals,Card,1945.15,77.64,2022.79,2024-03-08,Canada,ENGG
Susan Edwards,Meals,Cash,1543.14,132.33,1675.47,2024-08-04,United Kingdom,FINC
Traci Cooper,Air,Cash,192.03,5.62,197.65,2024-04-27,Australia,ADMN
Natalie Simmons,Meals,Card,555.71,42.14,597.85,2024-07-05,United States,SALS
Matthew Howard,Car,Cash,1522.47,63.11,1585.58,2024-11-15,Germany,ADMN
Miss Tina Jones,Hotel,Cash,1914.7,121.65,2036.35,2023-05-17,United Kingdom,ENGG
Melissa Cameron,Air,Cash,681.15,58.65,739.8,2023-01-29,India,EXEC
Lorraine Kim,Air,Card,1509.51,113.74,1623.25,2024-07-28,Germany,SALS
Andrew Lopez,Meals,Cash,80.79,5.08,85.87,2023-10-14,Canada,FINC
Elizabeth Hale,Meals,Card,1283.05,122.39,1405.44,2023-06-23,United Kingdom,ENGG
Jeremy Stein,Hotel,Card,283.58,24.16,307.74,2024-11-17,United Kingdom,ENGG
Mrs. Amanda Baldwin,Car,Card,1477.62,52.11,1529.73,2024-08-09,Canada,ENGG
Daniel Warren,Car,Card,1341.63,30.34,1371.97,2023-09-08,India,FINC
Phillip Bailey,Car,Cash,1521.49,61.06,1582.55,2023-08-13,Canada,FINC
Justin Patterson,Car,Card,1444.68,91.77,1536.45,2023-12-19,Canada,EXEC
Jack Boyd,Air,Card,120.97,7.28,128.25,2024-08-20,Germany,EXEC
Jessica Weeks,Meals,Card,1805.75,87.88,1893.63,2024-08-17,United States,ENGG
Maria Sanchez,Hotel,Card,1210.1,119.82,1329.92,2024-08-18,India,EXEC
Crystal Williams,Hotel,Cash,1193.1,118.05,1311.15,2023-02-26,Germany,SALS
Dr. Nicole Williamson,Hotel,Cash,837.02,19.2,856.22,2023-09-25,Australia,FINC
Charles Clark,Air,Card,500.27,34.18,534.45,2024-09-19,Canada,ENGG
Rhonda Gordon,Hotel,Cash,1397.35,119.22,1516.57,2023-06-26,United Kingdom,ENGG
Stephen Brewer,Meals,Card,1715.34,66.43,1781.77,2023-05-09,United Kingdom,SALS
Andrea Allen,Car,Cash,367.17,9.45,376.62,2024-04-30,United States,SALS
Michael Bryant,Car,Cash,1192.87,86.83,1279.7,2024-07-28,United States,SALS
Joseph Morgan,Hotel,Cash,746.62,46.51,793.13,2023-10-22,Germany,SALS
Colleen Cross DVM,Meals,Cash,271.08,20.19,291.27,2023-09-09,United Kingdom,SALS
Nichole Mckenzie,Car,Cash,424.71,20.31,445.02,2023-07-28,Canada,ADMN
Donna Dunn,Air,Cash,162.2,10.96,173.16,2023-11-25,United Kingdom,SALS
Natalie Drake PhD,Meals,Card,864.03,33.72,897.75,2023-04-13,United States,ENGG
Robert Mitchell,Meals,Card,1328.88,29.02,1357.9,2023-06-14,United Kingdom,SALS
Donald Park,Meals,Card,929.11,43.02,972.13,2024-03-22,Canada,ENGG
Jennifer Rodriguez,Meals,Card,1534.54,101.89,1636.43,2024-07-01,United States,EXEC
Leah Lee,Hotel,Cash,845.65,50.13,895.78,2024-03-19,United States,EXEC
Brandon Long PhD,Car,Card,778.36,77.02,855.38,2024-01-30,India,ADMN
Ronald Bender,Car,Cash,75.07,5.63,80.7,2024-05-13,United States,ENGG
Tiffany Hughes,Hotel,Card,620.89,41.55,662.44,2024-07-26,United States,SALS
Cindy Short,Car,Card,1428.79,46.6,1475.39,2024-05-19,Germany,ADMN
William Thornton,Hotel,Card,1043.68,24.08,1067.76,2024-05-26,Germany,ENGG
James Vargas,Air,Cash,771.6,55.3,826.9,2024-05-10,India,ADMN
Daniel Brown,Hotel,Cash,1454.15,70.31,1524.46,2024-04-14,Germany,EXEC
Michael Branch,Car,Cash,1508.76,68.69,1577.45,2023-10-31,Germany,ADMN
Anthony Mayo,Meals,Cash,1145.49,77.51,1223.0,2023-12-26,Canada,ENGG
Dennis Jenkins,Hotel,Card,812.14,55.33,867.47,2024-01-20,Germany,SALS
Melissa Hughes,Meals,Card,392.31,12.38,404.69,2023-08-09,United Kingdom,SALS
Justin Watkins,Meals,Cash,1932.67,90.9,2023.57,2023-08-02,Australia,ADMN
Matthew Johnson,Car,Cash,1857.83,136.18,1994.01,2023-10-30,Australia,ADMN
Maria Caldwell,Hotel,Card,482.73,19.62,502.35,2023-01-14,United Kingdom,SALS
Patrick Pierce,Hotel,Card,221.47,10.24,231.71,2024-05-27,Germany,ADMN
Tiffany Price,Car,Card,282.41,14.78,297.19,2024-06-16,United States,SALS
Megan Brooks,Meals,Card,673.6,43.02,716.62,2024-12-13,Germany,SALS
Ashley Wilson,Air,Cash,314.36,19.61,333.97,2024-09-04,India,FINC
Lauren Brown,Car,Cash,1003.79,84.85,1088.64,2024-05-28,Canada,EXEC
Doris Thompson,Car,Cash,336.49,21.28,357.77,2024-05-08,United Kingdom,ENGG
Brandon Norton,Air,Card,1873.12,71.65,1944.77,2023-12-23,Canada,FINC
Thomas Martin,Hotel,Cash,853.07,18.0,871.07,2024-08-14,Australia,ADMN
Timothy Hernandez,Car,Cash,351.84,14.64,366.48,2024-06-17,Germany,ENGG
Karen Berry,Meals,Cash,425.42,21.49,446.91,2024-12-06,Germany,SALS
Tammy Lee,Hotel,Cash,596.25,49.71,645.96,2023-06-19,Australia,FINC
Denise Mcbride,Air,Card,476.81,37.88,514.69,2024-03-28,United States,ENGG
Breanna Bernard,Air,Card,1879.88,134.66,2014.54,2023-10-29,United States,SALS
Michael Davis,Car,Card,1770.64,73.33,1843.97,2023-10-08,Germany,EXEC
Brittany Campbell,Meals,Card,315.9,9.07,324.97,2023-07-26,Canada,ADMN
Matthew Green,Air,Cash,1140.91,62.02,1202.93,2024-10-22,United Kingdom,SALS
Holly Davis,Meals,Cash,225.83,8.43,234.26,2024-09-22,United Kingdom,ENGG
Whitney Brown,Air,Card,523.12,33.29,556.41,2024-08-09,India,ENGG
Jennifer Castillo,Hotel,Cash,1265.29,66.29,1331.58,2023-10-30,Canada,ADMN
Justin Hernandez,Car,Card,323.94,19.16,343.1,2024-11-24,India,FINC
Taylor Washington,Air,Card,1530.53,47.98,1578.51,2024-04-21,Canada,FINC
Shelly Hernandez,Meals,Card,1821.03,109.55,1930.58,2023-12-05,United Kingdom,EXEC
Tammy Nguyen,Air,Cash,924.23,83.94,1008.17,2023-02-11,India,EXEC
Debra Long,Air,Cash,980.09,77.48,1057.57,2023-05-30,United Kingdom,SALS
Michael Lewis,Air,Cash,751.72,15.75,767.47,2024-08-20,United States,ADMN
Kathleen Peck,Car,Card,1072.84,36.93,1109.77,2024-02-23,United States,SALS
Victoria Bowman,Car,Card,208.91,14.6,223.51,2023-03-16,Germany,ENGG
Judy Gentry,Air,Cash,1578.34,66.51,1644.85,2023-12-10,United Kingdom,EXEC
Anthony Gibbs,Hotel,Cash,856.19,59.69,915.88,2023-03-02,India,ADMN
Jared Schneider,Air,Cash,1339.01,66.73,1405.74,2023-07-18,Canada,ADMN
Robert Bradley,Car,Cash,1770.57,104.09,1874.66,2023-04-14,United States,ENGG
Danny Berry,Meals,Card,1736.97,60.96,1797.93,2024-11-07,India,FINC
Gary James,Car,Card,386.44,15.59,402.03,2023-03-16,United Kingdom,ENGG
Ricky Jones,Air,Card,121.08,2.82,123.9,2023-06-19,Canada,SALS
Catherine Roberts,Meals,Card,1788.44,147.67,1936.11,2024-09-04,India,ENGG
Amy Hamilton,Air,Cash,1436.5,62.78,1499.28,2023-01-27,United States,SALS
Brooke Lopez,Car,Card,1776.2,151.18,1927.38,2024-08-17,Canada,EXEC
Jason Hernandez,Meals,Card,1694.97,51.94,1746.91,2024-11-18,Germany,EXEC
Victoria Ashley,Car,Card,411.99,35.69,447.68,2023-06-17,United Kingdom,ENGG
Roy Lee,Air,Card,87.93,2.55,90.48,2023-02-10,India,EXEC
Erica Butler,Meals,Cash,1364.39,104.99,1469.38,2024-11-26,United States,ENGG
Michael Velasquez,Meals,Cash,1604.08,77.22,1681.3,2023-04-01,United States,ENGG
Gabriel Martin,Meals,Card,1093.65,22.12,1115.77,2024-03-24,United States,FINC
Robert Smith,Meals,Cash,1336.41,30.68,1367.09,2024-12-10,Canada,ADMN
Samantha Wise,Hotel,Card,196.96,6.12,203.08,2024-11-24,Australia,ENGG
Jeffrey Hill,Meals,Card,1183.89,58.5,1242.39,2023-02-11,India,SALS
Matthew Holmes,Air,Card,1678.73,133.99,1812.72,2024-03-17,Canada,FINC
Kelsey Soto,Hotel,Cash,508.52,25.16,533.68,2023-09-12,Australia,SALS
Samantha Fuller,Meals,Cash,1834.05,150.73,1984.78,2023-03-12,United Kingdom,SALS
Joseph Larson,Air,Cash,359.74,10.36,370.1,2023-10-22,Canada,ADMN
Katherine Frazier,Hotel,Cash,417.88,13.13,431.01,2023-09-24,Australia,EXEC
Antonio Moyer,Air,Cash,1179.29,96.93,1276.22,2023-01-06,Australia,ADMN
Catherine Price,Car,Cash,1262.76,43.0,1305.76,2024-10-30,Canada,EXEC
Douglas Macdonald,Meals,Card,1898.62,118.72,2017.34,2023-05-03,Australia,ADMN
Mr. John Wilson,Car,Cash,1644.45,99.66,1744.11,2023-12-02,India,ENGG
Jeffrey Madden,Meals,Card,1267.81,117.49,1385.3,2024-11-18,Germany,FINC
Katherine Wilcox,Hotel,Cash,1600.46,34.22,1634.68,2023-07-25,Canada,FINC
Erin Thompson,Car,Card,422.98,10.12,433.1,2024-08-19,Germany,EXEC
Diane Knight,Hotel,Card,1170.84,41.16,1212.0,2024-08-13,United States,ADMN
Jessica Moore,Air,Card,1149.72,57.36,1207.08,2023-03-18,Germany,ENGG
Jennifer Bradley,Hotel,Card,1155.33,114.16,1269.49,2024-01-04,United States,FINC
Carol Moore,Meals,Cash,1942.29,154.78,2097.07,2023-11-03,Germany,SALS
Ms. Karen Johnson,Meals,Card,442.72,12.77,455.49,2023-09-08,Australia,ENGG
Taylor Callahan,Hotel,Cash,1576.2,102.25,1678.45,2024-07-10,United Kingdom,FINC
Kathryn Mitchell,Hotel,Card,140.32,6.84,147.16,2023-01-01,Canada,FINC
Heather Lopez,Hotel,Cash,1153.65,55.52,1209.17,2023-02-09,United States,SALS
Melinda Cox,Meals,Card,756.03,39.29,795.32,2023-05-17,United Kingdom,SALS
Jennifer Fields,Meals,Card,1615.38,96.11,1711.49,2023-04-11,United Kingdom,ENGG
Emily Schroeder,Hotel,Card,1080.69,41.33,1122.02,2024-02-26,India,SALS
John Brown,Car,Card,275.41,25.73,301.14,2023-09-26,India,SALS
Christopher Stewart,Air,Card,560.93,42.53,603.46,2023-11-29,Canada,ADMN
Brian Brown,Car,Card,336.0,28.4,364.4,2024-03-25,Australia,ENGG
Gloria Hunter,Air,Card,1325.9,120.73,1446.63,2023-07-13,India,ENGG
Ryan Yu,Air,Cash,1800.59,41.04,1841.63,2024-05-25,Germany,EXEC
Vernon Barnett,Air,Cash,1970.64,78.47,2049.11,2023-03-11,United Kingdom,ENGG
Ashley Elliott,Air,Card,718.91,19.34,738.25,2023-05-11,Australia,ADMN
Wayne Park,Meals,Card,1743.02,132.71,1875.73,2024-11-20,Australia,EXEC
Carrie Porter,Air,Cash,223.37,6.58,229.95,2024-04-08,Canada,SALS
Raymond Scott,Hotel,Cash,947.53,64.46,1011.99,2024-03-25,Canada,ENGG
Charlotte Hughes,Car,Cash,175.08,16.62,191.7,2023-05-26,India,ENGG
Jonathan Murray,Hotel,Cash,1759.3,61.09,1820.39,2023-05-05,Australia,FINC
Jennifer Moore,Meals,Card,426.16,27.65,453.81,2024-08-26,Australia,ADMN
Jason Rios,Meals,Cash,981.45,27.05,1008.5,2023-07-26,Australia,FINC
Kevin Russo,Car,Cash,1963.4,184.77,2148.17,2023-06-21,Australia,ADMN
Jeffrey Watson,Hotel,Cash,1817.51,146.21,1963.72,2023-11-01,United States,ADMN
Stephen Wells,Air,Card,1123.9,48.27,1172.17,2024-07-17,Canada,SALS
Karen Castaneda,Meals,Card,1016.57,68.11,1084.68,2024-03-08,United States,FINC
Andrea Rivera,Car,Cash,1782.64,152.69,1935.33,2023-05-18,Australia,ADMN
Kimberly Young,Hotel,Card,1772.2,56.11,1828.31,2023-11-27,Canada,FINC
Kevin Matthews,Hotel,Cash,423.18,35.08,458.26,2023-04-29,Germany,FINC
Sandra Walton,Air,Cash,730.48,51.32,781.8,2024-07-27,Germany,FINC
Perry Walters,Hotel,Cash,193.8,12.42,206.22,2024-05-15,India,SALS
Chris Shannon,Hotel,Card,753.39,36.63,790.02,2023-05-09,Germany,FINC
Jason Myers,Hotel,Cash,1992.32,90.89,2083.21,2024-12-22,Canada,ADMN
Lindsey Davidson,Air,Card,1770.62,72.19,1842.81,2023-08-01,Australia,ENGG
David Jackson,Hotel,Cash,1112.21,92.3,1204.51,2024-01-28,Australia,SALS
Robert Jackson,Air,Card,1805.61,63.75,1869.36,2023-08-10,Australia,SALS
James Lam,Air,Cash,987.78,91.25,1079.03,2024-03-19,United States,ADMN
Alexander Cox,Air,Cash,1326.98,81.57,1408.55,2024-09-21,Canada,FINC
Jennifer Perez,Meals,Cash,627.45,54.53,681.98,2023-04-23,United States,SALS
Heather Austin,Car,Card,1286.88,126.76,1413.64,2023-07-25,Germany,FINC
